,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb
1181,1335820700,87376JE,NY,COM,7/07/2013,14,VAN,FRUEH,P,34330,11110,11115,0,10.0,10,136,934216,136,0,1143P,,NY,O,606,W 28TH ST,,0,408,C,,BBBBBBB,1100P,0600A,WHITE,0.0,2002,-,0
1182,1335820735,41845JX,NY,COM,07/15/2013,14,DELV,GMC,P,34330,11110,11115,0,10.0,10,136,931108,136,0,1129P,1128P,NY,O,606,WEST 28TH STREET,,0,408,C,,BBBBBBB,1100P,0600A,WHITE,0.0,2005,-,0
1183,1335820747,37579JV,NY,COM,07/15/2013,14,DELV,FRUEH,P,34330,11110,11115,0,10.0,10,136,931108,136,0,1130P,1125P,NY,O,606,WEST 28TH STREET,,0,408,C,,BBBBBBB,1100P,0600P,WHITE,0.0,0,-,0
1184,1335820759,XBY9104,VA,PAS,07/19/2013,17,SDN,LEXUS,P,34610,11110,11115,0,10.0,10,136,934216,136,0,1115P,,NY,O,647,W 42ND ST,,0,408,E5,,BBBBBBB,ALL,ALL,GRY,0.0,0,-,0
1185,1335820929,534YZE,CT,PAS,06/30/2013,14,SUBN,DODGE,P,34330,11110,11115,0,10.0,10,136,927276,136,0,0208A,,NY,O,632,W 28,,0,408,F1,,YYYYYYY,1100P,0600A,WHITE,0.0,0,-,0
1186,1335820942,85722JU,NY,COM,07/13/2013,14,VAN,FRUEH,P,34330,11110,11115,0,10.0,10,136,927276,136,0,1117P,,NY,O,608,W 28 ST,,0,408,C,,YYYYYYY,1100P,0600A,WHITE,0.0,2005,-,0
1187,1335820966,87297JE,NY,COM,07/13/2013,14,VAN,FRUEH,P,34330,11110,11115,0,10.0,10,136,927276,136,0,1119P,,NY,O,610,W 28 ST,,0,408,C,,YYYYYYY,1100P,0600A,WHITE,0.0,2002,-,0
1188,1335821041,56791JT,NY,COM,7/10/2013,14,VAN,FRUEH,P,34330,11110,11115,0,10.0,10,136,928512,136,0,1145P,,NY,O,606,W 28 ST,,0,408,C,,BBBBBBB,1100P,0600A,WHITE,0.0,2005,-,0
1189,1335821053,T89CMS,NJ,PAS,07/14/2013,14,SDN,ME/BE,P,31990,40404,40404,0,6.0,6,136,928512,136,0,1230A,,NY,F,45,SULLIVAN ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,0
1190,1335821065,976TR4,MA,PAS,07/14/2013,19,SDN,VOLKS,P,34050,33390,10065,0,10.0,10,136,928512,136,0,0155A,,NY,F,449,W 14 ST,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0.0,0,-,0
1191,1335821077,GGZ3431,NY,PAS,07/14/2013,40,VAN,ME/BE,P,34050,10910,33390,20130816,6.0,6,136,928512,136,0,0210A,,NY,O,413,W 14 ST,,0,408,C,,BBBBBBB,ALL,ALL,GRY,0.0,2001,-,5
1192,1335821247,62587JL,NY,COM,7/08/2013,14,VAN,FRUEH,P,34330,11110,11115,0,10.0,10,136,915061,136,0,1115P,,NY,F,604,W 28 STREET,,0,408,C,,YYYYYYY,1100P,0600A,WH/BL,0.0,2003,-,0
1193,1335821259,46633JM,NY,COM,7/08/2013,14,VAN,FRUEH,P,34330,11110,11115,0,10.0,10,136,915061,136,0,1120P,,NY,F,610,W 28 STREET,,0,408,C,,YYYYYYY,1100P,0600A,WH/BL,0.0,0,-,0
1194,1335821272,7SM528,WV,PAS,07/16/2013,40,VAN,FORD,P,0,40404,40404,0,7.0,7,136,915061,136,0,1201P,,NY,F,259,SAMUD DICKSTEIN PLAG,,0,408,E1,,BBBBBBB,ALL,ALL,GY,0.0,0,-,10
1195,1335821284,63263JM,NY,COM,07/18/2013,46,DELV,GMC,P,34050,10610,10810,0,10.0,10,136,915061,136,0,0349P,,NY,F,233,W 14 STREET,,0,408,E1,,BBBBBBB,ALL,ALL,BRN,0.0,1986,-,0
1196,1335821466,GFG3497,NY,PAS,7/02/2013,16,SUBN,DODGE,P,34610,11110,11115,20150430,10.0,10,136,940252,136,0,1127P,,NY,F,647,W42 ST,,0,408,K2,,BBBBBBB,ALL,ALL,BK,0.0,2011,-,0
1197,1335821491,540UPN,NJ,PAS,7/07/2013,17,SDN,ME/BE,X,34610,11110,11115,0,10.0,10,136,940252,136,0,1155P,,NY,O,635,W 42 ST,,0,408,K6,,BBBBBBB,ALL,ALL,GY,0.0,0,-,0
1198,1335821648,71318AX,NY,COM,06/25/2013,78,VAN,FORD,P,34290,10065,11110,20140731,10.0,10,136,947114,136,0,1140P,,NY,F,549,W 26 ST,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,2010,-,0
1199,1335821661,76932AF,NY,COM,06/25/2013,78,VAN,FORD,P,34290,10065,11110,20150228,10.0,10,136,947114,136,0,1144P,,NY,F,549,W 26 ST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,2010,-,0
1200,1335821703,56784JT,NY,COM,7/03/2013,14,VAN,FRUEH,P,34330,11110,11115,0,10.0,10,136,947114,136,0,1135P,,NY,O,606,W 28 ST,,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0.0,2005,-,0
1201,1335821764,87376,NY,COM,07/13/2013,17,VAN,FRUEH,P,11110,34330,34350,0,10.0,10,136,947116,136,0,0145A,,,F,281,11TH AVE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,2002,-,0
1202,1335821879,K41BRZ,NJ,PAS,7/02/2013,16,SUBN,TOYOT,P,34610,11110,11115,0,10.0,10,136,922649,136,0,1108P,,NY,F,647,W 42 ST,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0.0,0,-,0
1203,1335821909,JHG4682,PA,PAS,07/14/2013,14,SUBN,HYUND,P,31990,40404,40404,0,6.0,6,136,922649,136,0,1230A,,NY,F,45,SULLIVAN ST,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,0
1204,1335821910,G17DDM,NJ,PAS,07/14/2013,19,SDN,TOYOT,P,34050,33390,10065,0,10.0,10,136,922649,136,0,0200A,,NY,O,440,W 14 ST,,0,408,K2,,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0
1205,1335821922,8513DY,SC,PAS,07/15/2013,16,SDN,HONDA,P,34610,11110,11115,0,10.0,10,136,922649,136,0,1114P,,NY,F,647,W 42 ST,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0
1206,1335821934,N94BRE,NJ,PAS,07/15/2013,17,SUBN,TOYOT,P,34610,11110,11115,0,10.0,10,136,922649,136,0,1117A,,NY,O,647,W 42 ST,,0,408,K2,,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0
1207,1335821946,71524695,PA,PAS,07/17/2013,14,SDN,ME/BE,P,31990,40404,40404,0,6.0,6,136,922649,136,0,1236A,,NY,F,45,SULLIVAN ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0
1208,1335821958,46633JM,NY,COM,07/23/2013,14,VAN,WORKH,P,34330,11110,11115,0,10.0,10,136,922649,136,0,0247A,,NY,F,606,W 28 ST,,0,408,I3,,YYYYYYY,1100P,0600A,BLUE,0.0,0,-,0
1209,1335822446,91720MB,NY,COM,7/03/2013,78,VAN,FORD,P,34270,10065,11110,20130929,10.0,10,136,937968,136,0,0114A,,NY,F,520,W 25 ST,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0.0,2002,-,0
1210,1335822458,62045MC,NY,COM,07/18/2013,14,DELV,ISUZU,P,34330,11110,11115,20141231,10.0,10,136,937968,136,0,1110P,,NY,F,606,W 28 ST,,0,408,K2,,YYYYYYY,1100P,0600A,WHITE,0.0,2013,-,0
1211,1335822598,46633JM,99,COM,07/18/2013,14,VAN,FRUEH,P,91730,40404,40404,0,70.0,70,136,937968,136,0,1117P,,NY,F,606,W 28 ST,,0,408,C,,BBYYYBB,1100P,0600A,WHITE,0.0,0,-,0
1212,1335822628,WLT96A,NJ,PAS,7/03/2013,16,SDN,NISSA,P,34610,11110,11115,0,10.0,10,136,937968,136,0,1151P,,NY,F,635,W 42 ST,,0,408,K6,,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,0
1213,1335822630,43098JH,NY,COM,7/03/2013,16,VAN,VOLKS,P,34610,11110,11115,20131231,10.0,10,136,937968,136,0,1149P,,NY,F,635,W 42 ST,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,2012,-,0
1214,1335822653,49731MA,NY,COM,06/29/2013,14,DELV,KENWO,P,21790,12510,13210,0,6.0,6,136,923025,136,0,1228P,,NY,F,780,GREENWICH ST,,0,408,C,,BBBBBBB,ALL,ALL,RED,0.0,2011,-,0
1215,1335822689,XX824V,NJ,PAS,06/29/2013,46,DELV,ISUZU,P,34050,10910,33390,0,6.0,6,136,923025,136,0,1236P,,NY,F,409,W 14TH ST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0
1216,1335823049,U76ATS,NJ,PAS,7/12/2013,16,SDN,HONDA,X,29597,11110,0,0,10.0,10,136,933384,136,0,1107P,,NY,O,1,RIVER PLACE,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0
1217,1335823050,Y230NK,NJ,PAS,07/13/2013,14,SDN,ME/BE,P,34030,10910,33390,0,6.0,6,136,933384,136,0,0943P,,NY,F,407,W 13 ST,,0,408,I4,,BBBBBBB,ALL,ALL,WT,0.0,0,-,0
1218,1335823074,W15ADG,NJ,PAS,07/18/2013,14,SDN,TOYOT,P,34030,10910,33390,0,6.0,6,136,933384,136,0,1116P,,NY,F,415,W 13 ST,,0,408,C,,BBBYYYB,1100P,0600A,SIL,0.0,0,-,0
1219,1335823086,ZGG55L,NJ,PAS,07/18/2013,14,SDN,AUDI,P,25020,10910,33390,0,6.0,6,136,933384,136,0,1126P,,NY,O,12,LITTLE WEST 12 ST,,0,408,C,,BBBYYYB,1100P,0600A,WT,0.0,0,-,0
1220,1335823219,GBF2389,NY,PAS,7/12/2013,16,SUBN,JEEP,P,29597,11110,0,20130821,10.0,10,136,933384,136,0,1113P,,NY,O,1,RIVER PLACE,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0.0,2013,-,0
1221,1335823440,34082MC,NY,COM,07/17/2013,46,VAN,ISUZU,P,34610,11110,11115,20131231,10.0,10,136,932461,136,0,0835P,,NY,F,635,WEST 42ND ST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,2012,-,0
1222,1335823451,X2366C,NJ,PAS,07/17/2013,46,,ISUZU,P,29597,11110,0,0,10.0,10,136,932461,136,0,0840P,,NY,F,1,RIVER PLACE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0
1223,1335823657,XAN679,NJ,PAS,07/19/2013,78,VAN,FORD,P,17210,10410,32645,0,9.0,9,136,948302,136,0,0127A,,NY,F,16,E 11 ST,,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0
1224,1335823827,XW6382,NJ,PAS,07/21/2013,78,VAN,FORD,P,12610,21790,33390,0,6.0,6,136,948302,136,0,1247A,,NY,O,115,BARROW ST,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0
1225,1335823852,41845JX,NY,COM,07/18/2013,14,DELV,GMC,P,34330,11110,11115,0,10.0,10,136,932100,136,0,1110P,1100P,NY,O,606,WEST 28TH STREET,,0,408,I4,,BBBBBBB,1100P,0600A,WHITE,0.0,2005,-,0
1226,1335823864,56791JT,99,COM,07/18/2013,14,DELV,FRUEH,P,34330,11110,11115,0,10.0,10,136,931128,136,0,1111P,1100P,NY,O,606,WEST 28TH STREET,,20130718,408,C,,BBBBBBB,1100P,0600A,WHITE,0.0,2005,-,0
1227,1335826944,T615854C,NY,PAS,08/14/2013,74,SDN,LINCO,P,29530,93530,54100,20140228,83.0,83,83,947955,83,0,1216A,,K,O,293,CORNELIA,,0,408,N8,,BBBBBBB,ALL,ALL,GRAY,0.0,2006,-,0
1228,1335968842,49974JG,99,COM,7/05/2013,46,DELV,GMC,P,17090,16000,10110,0,9.0,9,9,948271,9,0,0557P,,NY,F,239,EAST 5 STREET,,0,408,D,,BBBBBBB,ALL,ALL,BROWN,0.0,1988,-,0
1229,1335973965,69790JU,NY,COM,7/07/2013,78,DELV,ISUZU,P,11010,34130,34150,20131130,10.0,10,136,946160,136,0,1207A,,NY,F,136,10TH AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,2006,-,0
1230,1336014532,GFS3885,NY,PAS,07/21/2013,98,SDN,ME/BE,P,90980,14380,54050,20150731,62.0,62,62,944437,62,0,1050P,,K,F,1624,W 10 ST,,0,408,C3,,BBBBBBB,ALL,ALL,GRAY,0.0,2011,-,0
1231,1336014635,GBE4924,NY,PAS,07/14/2013,27,SUBN,DODGE,P,17330,10495,76950,20140917,62.0,62,62,944437,62,0,0220P,,K,F,8973,BAY PKWY,,0,408,D3,,BBBBBBB,ALL,ALL,BLUE,0.0,2006,-,0
1232,1336070699,Y401492,TN,PAS,03/14/2000,68,SDN,JAGUA,P,39430,73690,67030,20130228,71.0,71,71,918007,71,0,0109P,,K,F,329,EMPIRE BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0.0,2007,-,0
1233,1336150452,GTH3058,NY,PAS,07/29/2013,53,SDN,ME/BE,P,19125,14230,0,20130708,63.0,63,63,939650,63,0,0109A,,K,,,BERGEN AVE,AVE M,0,408,F6,,BBBBBBB,ALL,ALL,GY,0.0,1999,-,0
1234,1336150464,MISTER5,NY,PAS,07/29/2013,53,SDN,BUICK,P,19125,14230,0,20131226,63.0,63,63,939650,63,0,0113A,,K,,,BERGEN AVE,AVE M,0,408,F6,,BBBBBBB,ALL,ALL,WH,0.0,2010,-,0
1235,1336522859,71RZ76,NY,COM,08/13/2013,71,MOTO,SUZUK,P,26340,15690,41700,0,111.0,111,111,934883,111,0,0745P,,Q,F,75-05,210 ST,,0,408,J3,,BBYBBBB,ALL,ALL,YELLO,0.0,0,-,0
1236,1336673000,58683MC,NY,COM,8/08/2013,46,,FORD,P,24890,18530,18550,20150531,17.0,17,401,906480,401,0,0725A,,NY,O,1114,LEX,,0,408,L2,,BBBBBBB,ALL,ALL,GN,0.0,2007,-,0
1237,1336673023,78644,99,999,8/09/2013,46,,FRUEH,X,10210,17490,17510,20140688,13.0,13,401,906480,401,0,0720A,,NY,O,344,3RD AVE,,0,408,L2,,BBBBBBB,ALL,ALL,WHT,0.0,0,-,0
1238,1336673035,75322JA,NY,COM,8/08/2013,46,,ISUZU,P,10210,18410,18430,20131130,17.0,17,401,906480,401,0,0720A,,,O,1232,3RD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0.0,1995,-,0
1239,1336713630,T637298C,NY,999,07/17/2013,14,SDN,LINCO,X,61090,59590,54580,0,109.0,109,0,0,0,0,1235P,1235P,Q,F,135-45,ROOSEVELT AVE,,20130717,408,C,,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0
1240,1336713641,T616841C,NY,999,07/17/2013,14,SDN,LINCO,X,0,40404,40404,0,10.0,10,0,0,0,0,1236P,1236P,Q,F,135-45,ROOSEVELT AVE,,20130717,408,C,,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0
1241,1336713653,T616016C,NY,999,07/17/2013,14,SDN,LINCO,X,61090,59590,54580,0,109.0,109,0,0,0,0,1236P,1236P,Q,F,135-45,ROOSEVELT AVE,,20130717,408,C,,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0
1242,1336788665,GXN7168,PA,PAS,08/14/2013,17,SDN,PONTI,P,13610,36390,36410,0,26.0,26,497,876488,497,0,0325P,1130A,NY,F,3270,BROADWAY,,20130814,408,F1,,BBBBBBB,ALL,ALL,SILVE,0.0,0,-,0
1243,1336836489,GEB3216,NY,PAS,07/22/2013,21,SDN,JEEP,S,43530,31990,32140,20150217,100.0,100,0,921445,QE14,0,1140A,,Q,F,6935,ELIZABETH AVE,,0,408,D1,,YBBBBBB,1130A,0100P,BK,0.0,2005,-,0
1244,1336836490,GFV6090,NY,PAS,07/22/2013,21,SDN,NISSA,S,31890,27820,41710,20150329,100.0,100,0,921445,QE14,0,1145A,,Q,F,637,B 67 ST,,0,408,D1,,YBBBBBB,1130A,0100P,BK,0.0,0,-,0
1245,1336836519,GBJ4216,NY,PAS,07/22/2013,21,SDN,DODGE,S,27820,31790,31840,20141114,100.0,100,0,921445,QE14,0,1155A,,Q,O,6510,ALMEDA AVE,,0,408,D1,,YBBBBBB,1130A,0100P,GOLD,0.0,2007,-,0
1246,1336836532,ERU7104,NY,PAS,07/23/2013,21,SDN,INFIN,S,29890,27850,38690,20150611,101.0,101,0,921445,QW14,0,1137A,,Q,F,1240,B 9 ST,,0,408,D1,,BYBBBBB,1130A,0100P,GRAY,0.0,2012,-,0
1247,1336836544,ESW9691,NY,PAS,07/23/2013,21,SDN,INFIN,S,38690,29890,29940,20130817,101.0,101,0,921445,QE14,0,1140A,,Q,O,911,CENTRAL AVE,,0,408,D1,,BYBBBBB,1130A,0100P,GREY,0.0,2013,-,0
1248,1336836556,680LML,TN,PAS,07/23/2013,21,SDN,FORD,S,38690,55960,67600,0,101.0,101,0,921445,QE14,0,1145A,,Q,F,1250,CENTRAL AVE,,0,408,D1,,BYBBBBB,1130A,0100P,WHITE,0.0,0,-,0
1249,1336836568,GHG9190,NY,PAS,07/23/2013,21,SUBN,FORD,S,38690,55960,67600,20150628,101.0,101,0,921445,QE14,0,1148A,,Q,F,1250,CENTRAL AVE,,0,408,D1,,BYBBBBB,1130A,0100P,GREY,0.0,2010,-,0
1250,1336836593,EUR9224,NY,PAS,07/23/2013,21,SDN,HONDA,S,38690,55960,67600,20130830,101.0,101,0,921445,QE14,0,1154A,,Q,F,1260,CENTRAL AVE,,0,408,D1,,BYBBBBB,1130A,0100P,BK,0.0,2009,-,0
1251,1336836600,GGP2112,NY,PAS,07/23/2013,21,SDN,NISSA,S,38690,55960,67600,20150426,101.0,101,0,921445,QE14,0,1155A,,Q,F,1272,CENTRAL AVE,,0,408,D1,,BYBBBBB,1130A,0100P,BK,0.0,2008,-,0
1252,1336836611,GCH1339,NY,PAS,07/22/2013,21,SDN,CHRYS,S,31990,37690,27820,20141209,101.0,101,0,921445,QE14,0,1136A,,Q,F,567,B 69 ST,,0,408,D1,,YBBBBBB,1130A,0100P,GREY,0.0,2006,-,0
1253,1336836829,GHM1650,NY,PAS,8/06/2013,21,SDN,TOYOT,S,30240,40404,40404,20140721,101.0,101,0,611164,QE10,0,0810A,,Q,F,611-C,BEACH 20 ST,,0,408,D1,,YYYYYYB,0800A,0830A,GREEN,0.0,1999,-,0
1254,1336836830,GHS1329,NY,PAS,8/06/2013,21,SDN,HONDA,S,0,40404,40404,20150724,101.0,101,0,611164,QE10,0,0836A,,Q,F,1915,NEWHAVEN AVE,,0,408,D1,,BYBBBBB,0830A,1000A,BLUE,0.0,1991,-,0
1255,1336836842,GHM2651,NY,PAS,8/06/2013,21,SDN,ACURA,S,0,40404,40404,20150601,101.0,101,0,911164,QE10,0,0837A,,Q,F,1911,NEWHAVEN AVE,,0,408,D1,,BYBBBBB,0830A,1000A,RED,0.0,1994,-,0
1256,1336858904,5214JS,OK,PAS,8/08/2013,66,TRLR,STOUG,S,23200,21890,21940,0,106.0,106,0,584510,QE12,0,0514A,0030A,Q,F,130-23,150TH AVENUE,,20130808,408,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0
1257,1336861617,GDS4076,99,PAS,8/02/2013,21,,HONDA,S,21340,40404,40404,20130919,100.0,100,0,611164,QE10,0,0845A,,,F,190,120 ST,,0,408,D1,,YYYYYBB,0830A,1000A,BLACK,0.0,2004,-,0
1258,1336861629,GEN7391,NY,PAS,8/05/2013,21,SUBN,DODGE,S,60790,12735,32290,20150305,100.0,100,0,611164,QE1U,0,0840A,,Q,O,74-05,ROCKAWAY BEACH BLVD,,0,408,D1,,YBBBBBB,0830A,1000A,WHITE,0.0,2006,-,0
1259,1336869756,K20CRV,NJ,PAS,08/14/2013,21,SUBN,TOYOT,S,0,40404,40404,0,5.0,5,0,597545,QE08,0,0750A,0750A,NY,F,13,MARKET SRTREET,,0,408,D1,,BBBBBBB,0730A,0900A,BLACK,0.0,0,-,0
1260,1336869811,HKX4110,PA,PAS,8/06/2013,21,SDN,BMW,S,15740,40404,40404,0,107.0,107,0,597545,QE08,0,1138A,1138A,Q,O,75-25,75TH ROAD,,20130806,408,D1,,BYBBBBB,1030A,1200P,RED,0.0,0,-,0
1261,1337049025,XPD2604,VA,PAS,08/23/2013,46,SUBN,NISSA,P,17340,8190,57790,20130831,115.0,115,115,946421,115,0,1103P,,Q,O,32-61,85 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0
1262,1337083082,XV80ZN,NJ,PAS,06/28/2013,78,DELV,ISUZU,P,0,0,0,0,115.0,115,115,901088,115,0,0449A,,Q,,,S/E C/O 97 ST,31 AVE,0,408,D,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0
1263,1337083112,ZDH1518,PA,PAS,07/28/2013,98,P-U,FORD,P,18840,7240,28790,0,115.0,115,115,901088,115,0,0349A,,Q,F,25-14,95 ST,,0,408,C,,BBBBBBB,ALL,ALL,BL,0.0,0,-,0
1264,1337083148,EDZ639,NC,PAS,07/27/2013,78,TRLR,FORD,P,0,0,0,0,115.0,115,115,901088,115,0,0455A,,Q,,,S/W C/O 97 ST,ASTORIA,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0
1265,1337083203,80954MB,NY,COM,06/28/2013,78,DELV,FORD,P,0,0,0,20141014,115.0,115,115,901088,115,0,0444A,,Q,,,S/W C/O 97ST,ASTORIA,0,408,D,,BBBBBBB,ALL,ALL,BK,0.0,1997,-,0
1266,1337117894,GBP2787,NY,PAS,07/16/2013,20,SDN,ME/BE,X,10010,17310,17330,20141112,13.0,13,839,111105,839,0,1100A,,NY,F,280,FIRST AVENUE,,0,408,D,,BBBBBBB,ALL,ALL,RED,0.0,2013,-,0
1267,1337228734,6AS7898,MD,PAS,07/25/2013,40,SDN,DODGE,P,72320,26850,26880,0,42.0,42,42,944984,42,0,0840P,,BX,O,1696,VYSE AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,4
1268,1337228825,GDN7867,NY,PAS,8/12/2013,46,SDN,TOYOT,P,65320,40520,33720,20141230,42.0,42,42,944984,42,0,0405P,,BX,F,1211,SOUTHERN BLVD,,0,408,J6,,BBBBBBB,ALL,ALL,GREEN,0.0,2006,-,0
1269,1337270337,43H85,NH,PAS,8/09/2013,19,SDN,AUDI,P,73190,45930,55730,20131231,81.0,81,81,916292,81,0,0300A,,K,F,98,MALCOLM X BLVD,,0,408,99,,BBBBBBB,ALL,ALL,WHI,0.0,0,-,0
1270,1337270349,X52DDK,NJ,PAS,8/09/2013,19,SUBN,FORD,P,46730,70030,73110,0,81.0,81,81,916292,81,0,0515A,,K,F,694,HALSEY ST,,0,408,C3,,BBBBBBB,ALL,ALL,GRN,0.0,0,-,0
1271,1337271860,T629577C,NY,999,8/01/2013,71,SDN,LINCO,P,59630,18950,50930,0,81.0,81,165,951484,165,0,0205A,,,O,71,MACDOUGAL,,0,408,J3,,BBBBBBB,ALL,ALL,BLUE,0.0,2003,-,0
1272,1337275104,XAL5954,VA,PAS,8/10/2013,46,SDN,HYUND,P,32030,73110,50930,20131231,81.0,81,165,952258,165,0,1040P,1030P,K,F,567,DECATUR ST,,0,408,J6,,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,0
1273,1337280630,XY330Y,NJ,PAS,8/02/2013,78,TRLR,FORD,P,93230,55530,82930,0,81.0,81,81,937998,81,0,0440A,,K,O,826,WILLOUGHBY AVE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0
1274,1337280641,H30BJM,NJ,PAS,8/03/2013,98,SUBN,JEEP,P,45930,55530,82930,0,81.0,81,81,937998,81,0,0554A,,,F,815,GREENE AVE,,0,408,F2,,BBBBBBB,ALL,ALL,TAN,0.0,0,-,0
1275,1337314493,GDX4654,NY,PAS,8/02/2013,51,SUBN,ROVER,P,7490,40404,40404,20150211,108.0,108,108,945547,108,0,0340A,,Q,F,57-07,27 ST,,0,408,I4,,BBBBBBB,ALL,ALL,BLK,0.0,2011,-,0
1276,1337322945,GFR2267,NY,PAS,07/25/2013,40,SDN,LEXUS,P,13490,37290,8790,20150425,108.0,108,108,942853,108,0,1207A,,Q,F,35-38,64 ST,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0.0,1994,-,0
1277,1337371270,JBZ4342,PA,PAS,7/07/2013,46,SDN,HONDA,P,0,40404,40404,0,47.0,47,47,940175,47,0,0005A,,BX,O,3470,EASTCHESTER,,0,408,E3,,BBBBBBB,ALL,ALL,RED,0.0,0,-,0
1278,1337382140,GFZ3950,NY,PAS,07/28/2013,46,SUBN,HUMME,X,0,40404,40404,20150513,47.0,47,47,922181,47,0,0453P,,NY,F,3939,WH PLNS RD,,0,408,J6,,BBBBBBB,ALL,ALL,YEL,0.0,2003,-,0
1279,1337382152,465Y0T,CT,PAS,07/28/2013,40,SUBN,NISSA,X,0,40404,40404,0,47.0,47,47,922181,47,0,0507P,,BX,F,3906,WH PLNS RD,,0,408,F1,,BBBBBBB,ALL,ALL,TAN,0.0,0,-,3
1280,1337382176,GGR7843,NY,PAS,07/28/2013,46,SDN,BMW,X,77150,28470,28500,20150518,47.0,47,47,948328,47,0,0512P,,BX,F,4057,WHITE PL RD,,0,408,J6,,BBBBBBB,ALL,ALL,BLK,0.0,2007,-,0
1281,1337382188,HUB5721,PA,PAS,8/04/2013,46,SUBN,LEXUS,P,0,40404,40404,0,47.0,47,47,922181,47,0,0537P,,BX,F,3938,WH PLNS RD,,0,408,C3,,BBBBBBB,ALL,ALL,GRY,0.0,0,-,0
1282,1337384860,P237936,IN,PAS,07/24/2013,85,TRLR,,P,53720,40404,40404,0,47.0,47,47,947517,47,0,0510A,,BX,F,4125,NEREID AVE,,0,408,D1,,BBBBBBB,ALL,ALL,WHT,0.0,0,-,0
1283,1337384896,P237936,IN,PAS,07/24/2013,78,TRLR,,P,53720,40404,40404,0,47.0,47,47,947517,47,0,0510A,,BX,F,425,NEREID AVE,,0,408,K5,,BBBBBBB,ALL,ALL,WHT,0.0,0,-,0
1284,1337384951,ZCN5188,PA,PAS,07/25/2013,85,VAN,FORD,P,0,0,0,0,47.0,47,47,947517,47,0,0120A,,BX,,,C/O E 233 ST,WEBSTER AVE,0,408,K5,,BBBBBBB,ALL,ALL,WHT,0.0,1997,-,0
1285,1337384963,67325JY,NY,COM,07/25/2013,85,DELV,NISSA,P,0,0,0,20140831,47.0,47,47,947517,47,0,0130A,,BX,,,C/O E 233 ST,WEBSTER AVE,0,408,K5,,BBBBBBB,ALL,ALL,WHT,0.0,2004,-,0
1286,1337384975,8480PB,MI,PAS,07/24/2013,78,TRLR,,P,53720,51920,64120,0,47.0,47,47,947517,47,0,0240A,,BX,F,2141,NEREID AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0.0,0,-,0
