,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb
13086,1353435120,92734JU,NY,COM,07/23/2013,46,VAN,FT/LI,P,20890,23190,21790,0,1.0,1,401,929025,401,0,0415P,,NY,F,174,FRANKLIN ST,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0.0,2006,-,0
13087,1353435131,73096PA,NY,COM,07/23/2013,46,DELV,CHEVR,P,30620,29450,11510,20140228,1.0,1,401,929025,401,0,0349P,,NY,O,250,SOUTH END AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2004,-,0
13088,1353435143,49727JG,NY,COM,07/23/2013,14,VAN,MERCU,P,29450,13113,24685,0,1.0,1,401,929025,401,0,0325P,,NY,F,377,RECTOR PL,,0,408,C,,BBBBBBB,ALL,ALL,BR,0.0,1997,-,0
13089,1353435155,95949MB,NY,COM,07/23/2013,14,VAN,CHEVR,P,29450,13113,24685,0,1.0,1,401,929025,401,0,0327P,,NY,F,377,RECTOR PL,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0
13090,1353435167,94,NY,NYA,07/23/2013,19,SUBN,ROVER,P,12670,10250,45210,20141231,1.0,1,401,929025,401,0,0332P,,NY,F,99,BATTERY PL,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0.0,2012,-,0
13091,1353435180,49719JG,NY,COM,07/23/2013,46,VAN,GMC,P,13610,31610,13465,0,1.0,1,401,929025,401,0,0543P,,NY,F,2,BROADWAY,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0.0,1988,-,0
13092,1353435192,66118JW,NY,COM,07/23/2013,14,VAN,WORK,P,34350,10510,10610,0,,0,401,929025,401,0,0221P,,NY,F,171,W 29 ST,,0,408,C,,BBBBBBB,ALL,ALL,BRO,0.0,2007,-,0
13093,1353435209,63128MD,NY,COM,07/22/2013,46,DELV,ISUZU,P,10210,17670,17690,20141231,17.0,17,401,936214,401,0,0335P,,NY,O,509,3RD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,2007,-,0
13094,1353435222,63528JM,NY,COM,07/22/2013,14,VAN,GMC,P,18130,24890,10210,0,17.0,17,401,936214,401,0,0416P,,NY,F,157,E 57 ST,,0,408,C4,,BBBBBBB,ALL,ALL,BR,0.0,1990,-,0
13095,1353435234,80786JW,NY,COM,07/22/2013,14,DELV,GMC,P,10410,18130,18150,20140630,18.0,18,401,936214,401,0,0430P,,NY,F,745,5TH AVE,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0
13096,1353435258,63617JM,NY,COM,07/22/2013,17,VAN,FR/LI,P,0,0,0,0,14.0,14,401,936214,401,0,0450P,,NY,,,N/E C/O W 33ST,E/O BROADWAY,0,408,C,,BBBBBBB,ALL,ALL,BR,0.0,1996,-,0
13097,1353435271,63471JM,NY,COM,07/22/2013,14,VAN,MERCU,P,10810,34810,34830,0,18.0,18,401,936214,401,0,0522P,,NY,F,888,8TH AVE,,0,408,C,,BBBBBBB,ALL,ALL,BR,0.0,1995,-,0
13098,1353435283,63678JM,NY,COM,07/22/2013,14,VAN,FORD,P,34790,13610,10810,0,18.0,18,401,936214,401,0,0645P,,NY,O,222,W 51 ST,,0,408,C,,BBBBBBB,ALL,ALL,BR,0.0,1997,-,0
13099,1353435295,63611JM,NY,COM,07/22/2013,46,VAN,GMC,P,35210,15710,11710,0,20.0,20,401,936214,401,0,0706P,,NY,F,134,W 72 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0.0,1988,-,0
13100,1353435301,63540JM,NY,COM,07/22/2013,46,VAN,GMC,P,35210,14510,15710,0,20.0,20,401,936214,401,0,0702P,,NY,F,58,W 72 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0.0,1990,-,0
13101,1353435313,41691JV,NY,COM,07/22/2013,46,VAN,DODGE,P,35210,13610,44990,0,20.0,20,401,936214,401,0,0707P,,NY,O,224,W 72 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,2006,-,0
13102,1353435325,99308MC,NY,COM,07/22/2013,20,VAN,WHITE,P,35210,13610,44990,0,20.0,20,401,936214,401,0,0710P,,NY,F,235,W 72 ST,,0,408,D,,BBBBBBB,ALL,ALL,WH,0.0,1998,-,0
13103,1353435362,77961JY,NY,COM,07/22/2013,17,VAN,WORK,P,32685,24290,45090,0,6.0,6,401,936214,401,0,0757P,,NY,F,201,VARICK ST,,0,408,C,,BBBBBBB,ALL,ALL,BR,0.0,2008,-,0
13104,1353445112,72739MA,NY,COM,07/24/2013,46,,UD,P,15350,32580,45490,0,1.0,1,401,927337,401,0,1009A,,NY,F,220,CHURCH ST,,0,408,F1,,BBBBBBB,ALL,ALL,,0.0,0,-,0
13105,1353435386,41677JV,NY,COM,07/22/2013,14,VAN,DODGE,P,0,0,0,0,1.0,1,401,936214,401,0,0810P,,NY,O,,S/W C/O PEARL ST,W/O WHITE HALL  ST,0,408,I3,,BBBBBBB,ALL,ALL,WH,0.0,2006,-,0
13106,1353435398,77936JV,NY,COM,07/22/2013,14,VAN,WORKH,P,0,0,0,0,1.0,1,401,936214,401,0,0822P,,NY,,,N/W/C/O PEARL ST,E/O CEDAR ST,0,408,C4,,BBBBBBB,ALL,ALL,BR,0.0,2008,-,0
13107,1353435404,52980JV,99,COM,07/18/2013,17,DELV,FREI,P,10810,34550,34570,20140331,14.0,14,401,923747,401,0,0730A,,NY,O,610,8TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,2006,-,0
13108,1353435416,62189PA,NY,IRP,07/18/2013,14,DELV,TOYOT,P,0,0,0,20140331,14.0,14,401,923747,401,0,0739A,,NY,,,5  N/O W 42ND ST,W/S 8TH AVE,0,408,C4,,BBBBBBB,ALL,ALL,WH,0.0,2004,-,0
13109,1353435428,XG774E,NJ,PAS,07/18/2013,20,VAN,FORD,P,10810,34770,34790,0,18.0,18,401,923747,401,0,0743A,,NY,F,840,8TH AVE,,0,408,C3,,YYYYYBB,0700A,0400P,WHT,0.0,2006,-,0
13110,1353435430,78302MB,NY,COM,07/18/2013,47,DELV,INTER,P,0,0,0,20140630,17.0,17,401,923741,401,0,0910A,,NY,,,5FT E/O 3RD AVE,E 42ND ST. W/5,0,408,L2,,BBBBBBB,ALL,ALL,GN,0.0,2011,-,0
13111,1353435441,63956MC,NY,COM,07/18/2013,47,VAN,CHEVR,P,0,0,0,20140831,17.0,17,401,923747,401,0,0950A,,NY,,,5FT N/O E.44 TH ST,E/O LEXINGTON AVE,0,408,L2,,BBBBBBB,ALL,ALL,WH,0.0,2006,-,0
13112,1353435453,42077JM,NY,COM,07/18/2013,47,,WHITE,P,10510,34490,34510,0,18.0,18,401,923747,401,0,1015A,,NY,O,980,6TH AVE,,0,408,L2,,BBBBBBB,ALL,ALL,WH,0.0,1999,-,0
13113,1353435465,82199JW,NY,COM,07/18/2013,47,,ISUZU,P,10510,34630,34650,20131231,14.0,14,401,923747,401,0,1020A,,NY,O,1120,6TH AVE,,0,408,L2,,BBBBBBB,ALL,ALL,WHT,0.0,2013,-,0
13114,1353435489,91183JV,NY,COM,07/18/2013,47,DELV,INTER,P,10510,34890,34910,20131130,18.0,18,401,923747,401,0,1120A,,NY,F,1381,SIXTH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0.0,2004,-,0
13115,1353435611,84223W,WI,PAS,07/18/2013,14,TRUC,INTER,P,0,0,0,0,18.0,18,401,904811,401,0,0740A,,NY,,,S/W C/O 8ND AVE,W 50 ST,0,408,C8,,YYYYYYY,ALL,ALL,WHITE,0.0,0,-,0
13116,1353309733,OL93334,NJ,PAS,08/13/2013,14,SDN,,T,0,40404,40404,0,115.0,115,109,354121,T109,0,0727A,,Q,F,99-11,DITMARS,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0
13117,1353435623,36896MA,NY,COM,07/18/2013,47,DELV,TOYOT,P,10610,34890,34910,20140531,18.0,18,401,904811,401,0,0750A,,NY,O,890,7TH AVE,,0,408,L2,,BBBBBBB,ALL,ALL,WHITE,0.0,2012,-,0
13118,1353435635,33346JX,NY,COM,07/18/2013,47,DELV,FR/LI,P,10610,34890,34910,20130831,18.0,18,401,904811,401,0,0752A,,NY,O,890,7TH AVE,,0,408,L2,,BBBBBBB,ALL,ALL,WHITE,0.0,1996,-,0
13119,1353435647,33292JB,NY,COM,07/18/2013,47,UTIL,FORD,P,24890,18130,18150,20140331,17.0,17,401,904811,401,0,0935A,,NY,O,714,LEX AVE,,0,408,L2,,BBBBBBB,ALL,ALL,RED,0.0,1995,-,0
13120,1353435672,47602MD,CT,COM,07/18/2013,47,DELV,PETER,P,10610,34810,34830,20140331,18.0,18,401,904811,401,0,1040A,,NY,O,810,7TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2013,-,0
13121,1353435684,68489JM,NY,COM,07/18/2013,47,SUBN,FORD,P,10510,34850,34870,0,18.0,18,401,904811,401,0,1025A,,NY,F,1345,6TH AVE,,0,408,L2,,BBBBBBB,ALL,ALL,BROWN,0.0,0,-,0
13122,1353435817,66103JR,NY,COM,07/18/2013,47,DELV,INTER,P,10810,34830,34850,20131031,18.0,18,405,903606,405,0,0840A,,NY,F,903,8 AVE,,0,408,L2,,YYYYBBB,0700A,0700P,WHT,0.0,2004,-,0
13123,1353435829,63465JM,NY,COM,07/18/2013,18,DELV,GMC,P,10110,17510,17530,0,13.0,13,406,903406,406,0,0330P,,NY,O,462,2ND AVE,,0,408,J2,,YYYYYBB,0200P,0700P,GR,0.0,1988,-,0
13124,1353435830,33399JB,99,PAS,07/18/2013,18,DELV,INTER,P,10110,17450,17470,20140331,13.0,13,405,903606,405,0,0335P,,NY,F,413,2 AVE,,0,408,L2,,YYYYYBB,0200A,0700P,RD,0.0,1992,-,0
13125,1353435878,41693JM,NY,COM,07/18/2013,47,DELV,CHEVR,P,10010,17190,17210,0,9.0,9,405,903606,405,0,0400P,,NY,F,175,1 AVE,,0,408,F1,,YYYYYBB,0700A,0700P,WHT,0.0,1994,-,0
13126,1353435880,41693JM,NY,COM,07/18/2013,46,DELV,CHEVR,P,10010,17190,17210,0,9.0,9,406,903606,406,0,0401P,,NY,F,175,1 AV,,0,408,L2,,BBBBBBB,ALL,ALL,WHT,0.0,1994,-,0
13127,1353435891,XZ399M,NJ,PAS,07/18/2013,9,DELV,INTER,P,10010,17290,17310,0,9.0,9,405,903606,405,0,0407P,,NY,F,273,1 AVE,,0,408,F4,,BBBBBBB,ALL,ALL,WHT,0.0,0,-,0
13128,1353435908,XX892Y,NJ,PAS,07/18/2013,9,DELV,INTER,P,10010,17310,17330,0,9.0,9,406,903606,406,0,0410P,,NY,F,295,1 AVE,,0,408,F4,,BBBBBBB,ALL,ALL,GY,0.0,0,-,0
13129,1353435910,T424727C8,NY,SRF,07/18/2013,9,VAN,FORD,P,10010,17310,17330,20131031,9.0,9,405,903606,405,0,0412P,,NY,F,295,1 AVE,,0,408,E1,,BBBBBBB,ALL,ALL,WHT,0.0,2010,-,0
13130,1353435921,62831JL,NY,COM,07/18/2013,47,DELV,TOYOT,P,0,0,0,20131231,17.0,17,405,903606,405,0,0426P,,NY,,,N/E C/O E 35 ST,ON 1ST AVE,0,408,F1,,YYYYYBB,0700A,0700P,WHT,0.0,2013,-,0
13131,1353435945,XANE71,NJ,PAS,07/18/2013,18,VAN,FORD,P,10110,17770,17790,0,17.0,17,405,903606,405,0,0442P,,NY,F,733,2 AVE,,0,408,F4,,YYYYYBB,0200P,0700P,WHT,0.0,0,-,0
13132,1353435957,88606MA,99,COM,07/18/2013,18,VAN,TOYOT,P,10110,17410,17430,0,13.0,13,405,903606,405,0,0525P,,NY,F,373,2 AVE,,0,408,F4,,YYYYYBB,0200P,0700P,BR,0.0,2012,-,0
13133,1353435970,92428JY6,NY,COM,07/18/2013,9,DELV,INTER,P,10110,17070,17090,20140331,9.0,9,405,903606,405,0,0536P,,,F,78,2 AVE,,0,408,F4,,BBBBBBB,ALL,ALL,WHT,0.0,2010,-,0
13134,1353436007,9355CS,CT,PAS,07/18/2013,18,SDN,VOLKS,P,10010,19110,19130,0,26.0,26,840,929915,840,0,0805A,,NY,F,2076,1 AVE,,0,408,F4,,YYYYYYY,ALL,ALL,GY,0.0,0,-,0
13135,1353436019,42999JV,NY,COM,07/18/2013,18,DELV,MERCU,P,10010,19330,19350,20131231,26.0,26,840,929915,840,0,0813A,,NY,F,2336,1 AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0.0,2007,-,0
13136,1353436032,XH471H,NJ,PAS,07/18/2013,18,SUBN,FUSO,P,10110,17410,17430,0,13.0,13,840,929915,840,0,0901A,,NY,O,380,2 AVE,,0,408,F4,,YYYYYBB,0700A,1000A,WH,0.0,0,-,0
13137,1353436044,T421760C,NY,SRF,07/18/2013,18,SDN,,P,10110,0,0,20131031,13.0,13,840,929915,840,0,0905A,,NY,,,2 AVE,E 17 ST - E 18 ST,0,408,F4,,YYYYYYB,0700A,1000A,BK,0.0,2006,-,0
13138,1353436056,XJ929H,NJ,PAS,07/18/2013,18,DELV,GMC,P,10010,18410,18430,0,19.0,19,840,929915,840,0,0933A,,NY,O,1330,1 AVE,,0,408,F4,,YYYYYBB,0700A,1000A,WH,0.0,0,-,0
13139,1353436068,99265PA,NY,999,07/18/2013,18,DELV,,P,10010,18410,18430,20140414,26.0,26,840,929915,840,0,0935A,,NY,O,1330,1 AVE,,0,408,F4,,YYYYYYB,0700A,1000A,RD,0.0,0,-,0
13140,1353436202,84889MA,NY,COM,07/23/2013,18,SUBN,FORD,P,10010,17170,17190,20141231,13.0,13,401,919890,401,0,0306P,,NY,F,150,1ST AVE,,0,408,F4,,BBBBBBB,ALL,ALL,WHITE,0.0,2013,-,0
13141,1353436214,73079LA,NY,SRF,07/23/2013,18,VAN,FORD,P,10010,18130,18150,20140228,17.0,17,701,919890,701,0,0320P,,NY,F,1064,1ST AVE,,0,408,F4,,BBBBBBB,ALL,ALL,WHITE,0.0,2006,-,0
13142,1353436226,73079LA,NY,SRF,07/23/2013,19,VAN,FORD,P,10010,18130,18150,20140228,17.0,17,401,919890,401,0,0320P,,NY,F,1064,1ST AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0.0,2006,-,0
13143,1353436240,65329MC,NY,COM,07/23/2013,18,TRLR,INTER,P,10010,18510,18530,20140331,19.0,19,401,919890,401,0,0332P,,NY,F,1470,1ST AVE,,0,408,F4,,YYYYYBB,02P,07P,BK,0.0,1999,-,0
13144,1353436251,3510894,99,999,07/23/2013,18,,N/S,P,10010,18610,18630,0,19.0,19,401,919890,401,0,0336P,,NY,F,1568,1ST AVE,,0,408,J6,,YYYYYBB,02P,07P,WHITE,0.0,0,-,0
13145,1353436275,KGW61P,NJ,PAS,07/23/2013,18,SDN,LINCO,P,0,0,0,0,17.0,17,401,919890,401,0,0356P,,NY,F,,N/W C/O 2ND AND,E 40TH ST,0,408,F4,,YYYYYBB,02P,07P,BLUE,0.0,0,-,0
13146,1353436287,EWZ8832,NY,PAS,07/23/2013,18,SUBN,TOYOT,P,10110,17630,17650,20140208,17.0,17,401,919890,401,0,0406P,,NY,F,585,2ND AVE,,0,408,F4,,YYYYYBB,02P,07P,RED,0.0,2003,-,0
13147,1353436299,64294JX,NY,COM,07/23/2013,18,SUBN,GMC,P,10110,17590,17610,20150731,17.0,17,401,919890,401,0,0410P,,NY,F,547,2ND AVE,,0,408,F4,,YYYYYBB,0200P,0700P,WH,0.0,2002,-,0
13148,1353436329,3511225,99,999,07/23/2013,18,DELV,,P,34450,10410,10510,0,17.0,17,401,919890,401,0,0425P,,NY,F,4,W 34TH ST,,0,408,F1,,YYYYYBB,0200P,0700P,WHITE,0.0,0,-,0
13149,1353436330,66114JW,NY,COM,07/23/2013,18,DELV,WORK,P,17670,97740,10110,0,17.0,17,401,919890,401,0,0435P,,NY,F,226,E 34TH ST,,0,408,F1,,YYYYYBB,0200P,0700P,BROWN,0.0,2002,-,0
13150,1353436342,RK2767,NY,COM,07/24/2013,47,DELV,INTER,P,10510,34870,34890,20131031,18.0,18,401,919890,401,0,0710A,,NY,F,1379,6TH AVE,,0,408,L2,,BBBBBBB,ALL,ALL,WH,0.0,2004,-,0
13151,1353436354,67299MB,NY,COM,07/25/2013,47,DELV,CHEVR,P,10510,34870,34890,20150331,17.0,17,401,919890,401,0,0706A,,NY,F,1369,6TH AVE,,0,408,L2,,BBBBBBB,ALL,ALL,WHITE,0.0,2013,-,0
13152,1353436366,75279MB,NY,COM,07/25/2013,47,DELV,ISUZU,P,10510,34870,34890,20131031,17.0,17,401,919890,401,0,0708A,,NY,F,1369,6TH AVE,,0,408,L2,,BBBBBBB,ALL,ALL,WHITE,0.0,2003,-,0
13153,1353436380,78257MB,NY,COM,07/25/2013,47,DELV,ISUZU,P,10610,34850,34870,20131231,17.0,17,401,917890,401,0,0715A,,NY,F,853,7TH AVE,,0,408,L2,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0
13154,1353436391,90590MA,NY,COM,07/25/2013,47,DELV,ISUZU,P,25390,18190,18210,20150731,19.0,19,401,919890,401,0,0723A,,NY,F,654,MADISON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,2010,-,0
13155,1353436408,XY890W,NJ,PAS,07/18/2013,47,DELV,FRUEH,P,10610,34290,34310,0,10.0,10,401,922968,401,0,1111A,,NY,F,287,7 AVE,,0,408,F4,,YYYYYYB,0700A,0700P,WH,0.0,0,-,0
13156,1353445069,63676JM,NY,COM,07/30/2013,18,SDN,MERCU,P,34450,10410,10510,0,19.0,19,401,927337,401,0,1006A,,NY,O,45,WEST 34TH ST,,0,408,C,,YYYYYBB,0700A,0700P,,0.0,0,-,0
13157,1353445136,4973JG,NY,COM,04/24/2013,46,,GMC,P,15350,10510,45290,0,7.0,7,401,927337,401,0,1012A,,NY,F,271,CHURCH ST,,0,408,F1,,BBBBBBB,ALL,ALL,,0.0,0,-,0
13158,1353445148,XL203W,NJ,PAS,07/24/2013,46,,,P,10510,33690,21740,0,5.0,5,401,927337,401,0,1018A,,NY,F,391,6TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,,0.0,0,-,0
13159,1353445150,95831MA,NY,COM,07/24/2013,46,,MITSU,P,10510,33690,21740,0,5.0,5,401,927337,401,0,1020A,,NY,F,391,6TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,,0.0,0,-,0
13160,1353445161,3510852,99,PSD,07/23/2013,19,,GN,P,32615,32390,14410,0,1.0,1,401,927337,401,0,1011A,,NY,F,97,TRINITY PL,,0,408,C3,,BBBBBBB,ALL,ALL,,0.0,0,-,0
13161,1353445173,41719JM,NY,COM,07/23/2013,19,,,P,32615,32613,32390,0,1.0,1,401,927337,401,0,1010A,,NY,F,95,TRINITY PL,,0,408,C3,,BBBBBBB,ALL,ALL,,0.0,0,-,0
13162,1353445203,6510373,GV,PAS,07/23/2013,46,VAN,CHEVR,P,27790,18070,18090,0,19.0,19,406,911170,406,0,1105A,,NY,,410,PARK AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0
13163,1353445215,63676JM,NY,COM,07/23/2013,18,VAN,MERCU,P,34450,10410,10510,20131031,14.0,14,406,911170,406,0,1115A,,NY,O,45,W 34 ST,,0,408,F4,,YYYYYBB,0700A,0700P,BR,0.0,1990,-,0
13164,1353445252,78674JW,NY,COM,07/23/2013,46,VAN,WHITE,P,27790,18030,18050,20160530,17.0,17,406,911170,406,0,1105A,,NY,,370,PARK AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,1996,-,0
13165,1353445264,R66813,TX,PAS,07/24/2013,19,VAN,MERCU,P,13610,16140,24050,20130730,1.0,1,406,911170,406,0,1055A,,NY,F,184,BROADWAY,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0.0,0,-,0
13166,1353445288,X9963X,NJ,PAS,07/23/2013,18,VAN,MERCU,P,34450,10410,10510,20130230,14.0,14,406,911170,406,0,1120A,,NY,F,22,W 34 ST,,0,408,F4,,YYYYYBB,0700A,0700P,RD,0.0,0,-,0
13167,1353445290,3510850,GV,PAS,07/23/2013,18,VAN,CHEVR,P,34450,10910,16920,0,14.0,14,406,911170,406,0,1120A,,NY,F,430,W 34 ST,,0,408,F4,,YYYYYBB,0700A,0700P,WH,0.0,0,-,0
13168,1353445306,96106MA,NY,COM,07/23/2013,46,VAN,FRGHT,P,25390,18590,18610,20131031,19.0,19,406,911170,406,0,0955A,,NY,F,1061,MADISON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0.0,2011,-,0
13169,1353445318,76097JY,NY,COM,07/23/2013,46,VAN,FORD,P,25390,18830,18850,20131031,19.0,19,406,911170,406,0,1000A,,NY,F,1327,MADISON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,1996,-,0
13170,1353445320,63033JM,NY,COM,07/23/2013,46,VAN,GMC,P,24890,18750,18770,20131031,19.0,19,406,911170,406,0,1005A,,NY,O,1332,LEXINGTON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0.0,1990,-,0
13171,1353445331,49220KA,NY,COM,07/23/2013,46,VAN,FORD,P,24890,18370,18390,20131031,19.0,19,406,911170,406,0,1035A,,NY,O,944,LEXINGTON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,2009,-,0
13172,1353445343,63521JW,NY,COM,07/23/2013,46,VAN,FRGHT,P,24890,18670,18690,20131031,19.0,19,406,911170,406,0,1005A,,NY,O,1248,LEXINGTON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0.0,1995,-,0
13173,1353445355,49331KA,NY,COM,07/23/2013,46,VAN,FORD,P,10210,18530,18550,20131031,19.0,19,406,911170,406,0,1020A,,NY,F,1370,3 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,2009,-,0
13174,1353445392,49282KA,NY,COM,07/23/2013,46,VAN,FORD,P,10210,18950,18970,20131031,19.0,19,406,911170,406,0,1015A,,NY,F,1790,3 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,2009,-,0
13175,1353445409,82286JW,NY,COM,07/31/2013,18,DELV,MITSU,P,0,0,0,20130831,14.0,14,840,929190,840,0,0749A,0747A,NY,O,,E/S 1 AVE 5  N/O,E 35 ST,0,408,F4,,YYYYYBB,0700A,1000A,WHITE,0.0,2007,-,0
13176,1353445410,T632840C,NY,COM,07/31/2013,18,SUBN,CADIL,P,0,0,0,20140331,17.0,17,840,929190,840,0,0754A,,NY,F,,E/S 1 AVE 5FT,N/O E 56 ST,0,408,F4,,YYYYYBB,0700A,1000A,BLK,0.0,2008,-,0
13177,1353445422,99573MB,NY,COM,07/31/2013,18,DELV,INTER,P,10110,17850,17870,20140331,17.0,17,840,929190,840,0,0805A,,NY,F,821,2 AVE,,0,408,L2,,YYYYYBB,0700A,1000A,RED,0.0,2003,-,0
13178,1353445460,86021JY,NY,COM,8/06/2013,18,DELV,MITSU,P,10010,18630,18650,20131231,19.0,19,840,929190,840,0,0632A,,NY,F,1590,1 AVE,,0,408,K6,,YYYYYYY,ALL,ALL,WHITE,0.0,2010,-,0
13179,1353445471,N80BTC,NJ,PAS,8/06/2013,18,VAN,HONDA,P,10110,18270,18290,0,19.0,19,840,929190,840,0,0712A,,NY,F,1239,2 AVE,,0,408,F7,,YYYYYYB,0700A,1000A,GRAY,0.0,0,-,0
13180,1353445483,60812JX,NY,COM,8/06/2013,48,DELV,UD,P,10010,17990,18010,20131130,17.0,17,840,929190,840,0,0736A,,NY,F,901,1 AVE,,0,408,C,,YYYYYYY,ALL,ALL,WHT,0.0,2007,-,0
13181,1353445525,33379MB,NY,COM,8/06/2013,18,VAN,FORD,P,10110,17070,17090,20130930,9.0,9,840,924190,840,0,0808A,,NY,F,71,2 AVE,,0,408,F4,,YYYYYBB,0700A,1000A,WHT,0.0,2001,-,0
13182,1353445537,89757MA,NY,COM,8/06/2013,48,VAN,CHEVR,P,10010,17990,18010,20131130,17.0,17,840,929190,840,0,0824A,,NY,F,899,1 AVE,,0,408,E9,,YYYYYYY,ALL,ALL,SILV,0.0,2012,-,0
13183,1353446323,76096JY,NY,COM,07/25/2013,46,DELV,FL,P,0,40404,40404,0,19.0,19,401,948080,401,0,0402P,,,F,1043,LEXINGTON,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0.0,2007,-,0
13184,1353445550,GBV1474,NY,PAS,8/06/2013,18,SUBN,ME/BE,P,10110,18210,18230,20130907,19.0,19,840,929190,840,0,0840A,0837A,NY,F,1161,2 AVE,,0,408,F4,,YYYYYBB,0700A,1000A,BLUE,0.0,2010,-,0
13185,1353445562,42202JS,NY,COM,8/06/2013,48,DELV,GMC,P,10110,17790,17810,20140630,17.0,17,840,929190,840,0,0854A,,NY,O,755,2 AVE,,0,408,C,,YYYYYYB,ALL,ALL,WH,0.0,2004,-,0
13186,1353445574,GCE3000,NY,PAS,8/06/2013,18,VAN,FORD,P,10110,17730,17750,20141023,17.0,17,840,929190,840,0,0858A,0857A,NY,F,703,2 AVE,,0,408,C,,YYYYYBB,0700A,1000A,WHT,0.0,2011,-,0
13187,1353445586,T511341C,NY,OMT,8/06/2013,18,SUBN,CADIL,P,0,0,0,20140331,13.0,13,840,929190,840,0,0905A,,NY,O,,W/S 2 AVE,10  S/O E 18 ST,0,408,C3,,YYYYYBB,0700A,1000A,BLK,0.0,2006,-,0
13188,1353445628,M59BCA,99,999,07/23/2013,18,SDN,VOLKS,P,10110,17110,17130,0,9.0,9,401,915748,401,0,0326P,,NY,F,115,2ND AVE,,0,408,F4,,YYYYYBB,0200P,0700P,GREY,0.0,0,-,0
13189,1353445630,GAR7217,NY,PAS,07/23/2013,18,SDN,ME/BE,P,10110,17090,17110,20141022,9.0,9,401,915748,401,0,0329P,,NY,F,87,2ND AVE,,0,408,F4,,YYYYYBB,0200P,0700P,BLACK,0.0,2005,-,0
13190,1353445677,WWA1354,VA,PAS,07/23/2013,18,SDN,VOLKS,P,10110,17830,17850,0,17.0,17,401,915748,401,0,0410P,,NY,F,801,2ND AVE,,0,408,F4,,YYYYYBB,0200P,0700P,TAN,0.0,0,-,0
13191,1353445689,36935MA,NY,COM,07/23/2013,18,DELV,SMITH,P,10110,17630,17650,20130831,14.0,14,401,915748,401,0,0420P,,NY,F,585,2ND AVE,,0,408,F4,,YYYYYBB,0200P,0700P,WH,0.0,2010,-,0
13192,1353445707,75749MC,NY,COM,07/23/2013,18,VAN,FORD,P,10110,17410,17430,20150531,10.0,10,401,915748,401,0,0434P,,NY,F,371,2ND AVE,,0,408,F1,,YYYYYBB,0200P,0700P,WH,0.0,0,-,0
13193,1353445720,T494707C,NY,999,07/23/2013,19,SUBN,GMC,P,10110,17430,17450,20140228,13.0,13,401,915748,401,0,0537P,,NY,F,389,2ND AVE,,0,408,F1,,BYYYYYB,ALL,ALL,BK,0.0,2007,-,0
13194,1353445732,550KCG,MN,PAS,07/23/2013,18,SUBN,CHEVR,P,10110,17130,31090,0,9.0,9,401,915748,401,0,0543P,,,F,129,2ND AVE,,0,408,F4,,BYYYYBB,0200P,0700P,WH,0.0,0,-,0
